"id","q","year","month","day"
"3",0.17277,2007,6,16
"3",0.27152,2008,9,7
"3",0.20074,2009,7,18
"3",0.15147,2010,6,10
"3",0.17341,2011,7,18
"3",0.24721,2012,6,4
"3",0.17922,2013,10,24
"3",0.25194,2014,8,13
"3",0.15394,2015,5,15
"4",0.1539,1988,5,19
"4",0.13665,1989,7,11
"4",0.14769,1990,7,10
"4",0.16908,1991,6,27
"4",0.15666,1992,6,3
"4",0.13182,1993,7,22
"4",0.13527,1994,7,6
"4",0.26087,1995,7,13
"4",0.03616,1996,9,14
"4",0.15252,1997,8,8
"4",0.00518,1998,11,17
"4",0.18012,1999,6,2
"4",0.12698,2000,6,9
"4",0.19531,2001,7,2
"4",0.1332,2002,8,14
"4",0.04879,2003,6,5
"4",0.1118,2004,6,11
"4",0.23464,2005,8,23
"4",0.06391,2006,5,19
"4",0.06163,2007,7,17
"4",0.19048,2008,6,4
"4",0.18219,2009,6,30
"4",0.14769,2010,6,12
"5",0.24173,1963,6,25
"5",0.14249,1964,5,14
"5",1.15013,1965,6,21
"5",0.54962,1966,7,6
"5",0.27226,1967,6,28
"5",0.26718,1968,6,7
"5",0.12366,1971,5,18
"5",0.20916,1972,7,22
"5",0.23919,1973,6,1
"5",0.28244,1974,6,29
"5",0.51654,1975,7,18
"5",0.22214,1976,7,17
"5",0.25191,1977,6,14
"5",0.32188,1978,6,10
"5",0.29517,1979,6,2
"5",0.41985,1980,6,14
"5",0.3257,1981,6,11
"5",0.33206,1982,6,27
"5",0.24656,1983,6,6
"5",0.28193,1984,6,15
"5",0.41985,1985,8,6
"5",0.30941,1986,5,22
"5",0.74046,1987,7,1
"5",0.19873,1988,7,14
"5",0.5369,1989,7,7
"5",0.41221,1990,7,9
"5",0.4631,1991,6,17
"5",0.40204,1992,8,7
"5",0.257,1993,5,26
"5",0.36336,1994,6,19
"5",0.35725,1995,6,1
"5",0.20967,1996,7,6
"5",0.31272,1997,6,29
"5",0.36387,1999,6,3
"5",0.28753,2000,8,6
"5",0.28753,2001,5,31
"5",0.28753,2002,8,12
"5",0.12926,2003,6,14
"5",0.36132,2004,6,11
"5",0.58779,2005,8,22
"5",0.14453,2006,5,19
"5",0.11628,2007,7,2
"5",0.25445,2008,7,13
"5",0.20356,2009,5,27
"5",0.20789,2010,6,12
"5",0.0771,2011,5,27
"5",0.19898,2012,6,4
"5",0.35878,2013,7,20
"5",0.14148,2014,8,13
"5",0.11654,2015,5,6
"6",0.21176,1959,6,27
"6",0.2549,1960,8,19
"6",0.38137,1961,6,8
"6",0.26961,1962,5,9
"6",0.36667,1963,6,23
"6",0.31569,1964,8,2
"6",0.92157,1965,6,21
"6",0.58431,1966,7,6
"6",0.44608,1967,6,26
"6",0.26863,1968,5,30
"6",0.28824,1969,8,18
"6",0.5098,1970,8,10
"6",0.23529,1971,6,20
"6",0.22549,1972,6,30
"6",0.52941,1973,7,6
"6",0.32353,1974,6,29
"6",0.58824,1975,7,10
"6",0.56373,1976,6,1
"6",0.26373,1977,7,31
"6",0.48627,1978,7,18
"6",0.31863,1979,5,20
"6",0.41373,1980,6,14
"6",0.35196,1981,7,21
"6",0.38824,1982,6,26
"6",0.27353,1983,6,14
"6",0.32451,1984,6,15
"6",0.46471,1985,8,6
"6",0.31176,1986,5,21
"6",0.60882,1987,7,1
"6",0.30098,1988,8,20
"6",0.18039,1989,6,23
"6",0.29216,1990,7,10
"6",0.25686,1991,6,16
"6",0.22059,1992,5,15
"6",0.34902,1993,7,15
"6",0.24902,1994,8,6
"6",0.30784,1995,6,1
"6",0.30294,1996,10,21
"6",0.24412,1997,8,7
"6",0.13725,1998,5,12
"6",0.45784,1999,6,3
"6",0.33627,2000,8,6
"6",0.28333,2001,6,10
"6",0.41078,2002,8,12
"6",0.28824,2003,10,9
"6",0.47059,2004,6,28
"6",0.92157,2005,8,22
"6",0.38431,2006,5,28
"6",0.25784,2007,7,9
"6",0.46961,2008,7,13
"6",0.26667,2009,6,16
"6",0.29216,2010,7,12
"6",0.26176,2011,10,10
"6",0.27157,2012,10,9
"6",0.37157,2013,8,3
"6",0.21275,2014,7,31
"6",0.32314,2015,6,7
"7",0.19941,1951,6,16
"7",0.14467,1952,6,7
"7",0.19746,1953,6,18
"7",0.17889,1954,8,22
"7",0.22483,1955,6,8
"7",0.30108,1956,9,13
"7",0.25415,1957,6,22
"7",0.27175,1958,5,11
"7",0.19159,1959,7,1
"7",0.31281,1960,8,19
"7",0.25415,1961,6,27
"7",0.2346,1962,6,18
"7",0.25415,1963,6,23
"7",0.17595,1964,5,14
"7",0.39101,1965,6,23
"7",0.29326,1966,7,6
"7",0.26393,1967,6,23
"7",0.24438,1968,5,29
"7",0.18377,1969,8,18
"7",0.30303,1970,6,15
"7",0.18964,1971,9,14
"7",0.18182,1972,6,6
"7",0.22483,1973,6,1
"7",0.26393,1974,7,2
"7",0.60606,1975,7,18
"7",0.20528,1976,6,2
"7",0.34604,1977,5,26
"7",0.34018,1978,6,8
"7",0.32454,1979,6,1
"7",0.31867,1980,6,15
"7",0.40469,1981,7,24
"7",0.43793,1982,6,23
"7",0.2131,1983,6,14
"7",0.22483,1984,6,15
"7",0.23656,1985,1,5
"7",0.21505,1986,5,26
"7",0.3304,1987,7,1
"7",0.29717,1988,5,26
"7",0.15582,1989,11,8
"7",0.20528,1990,7,9
"7",0.15601,1991,7,9
"7",0.15543,1992,5,16
"7",0.14741,1993,10,8
"7",0.14115,1994,10,10
"7",0.1609,1995,7,10
"7",0.15679,1996,7,12
"7",0.17732,1997,6,23
"7",0.1392,1998,6,8
"7",0.25806,1999,5,22
"7",0.22483,2000,5,11
"7",0.18573,2001,7,20
"7",0.22092,2002,8,12
"7",0.13568,2003,6,5
"7",0.14233,2004,6,11
"7",0.45161,2005,8,23
"7",0.13021,2006,6,21
"7",0.08348,2007,7,9
"7",0.20528,2008,7,13
"7",0.2131,2009,6,6
"7",0.18944,2010,9,13
"7",0.10987,2011,10,18
"7",0.20723,2012,10,9
"7",0.1433,2013,12,4
"7",0.11808,2014,8,13
"7",0.16852,2015,6,22
"8",0.1518,1939,NA,NA
"8",0.22016,1940,NA,NA
"8",0.28042,1941,NA,NA
"8",0.19351,1942,NA,NA
"8",0.19873,1943,NA,NA
"8",0.24102,1944,NA,NA
"8",0.20394,1945,NA,NA
"8",0.1825,1946,NA,NA
"8",0.23175,1947,NA,NA
"8",0.2022,1948,NA,NA
"8",0.14774,1949,NA,NA
"8",0.16396,1950,NA,NA
"8",0.13326,1951,5,27
"8",0.12399,1952,7,8
"8",0.17034,1953,7,10
"8",0.36501,1954,8,22
"8",0.19003,1955,6,6
"8",0.39977,1956,9,13
"8",0.19235,1957,9,23
"8",0.16802,1958,5,11
"8",0.13326,1959,8,1
"8",0.41136,1960,8,19
"8",0.26072,1961,12,12
"8",0.35921,1962,8,3
"8",0.24334,1963,6,23
"8",0.26651,1964,11,17
"8",0.45191,1965,6,22
"8",0.3708,1966,7,6
"8",0.34762,1967,7,25
"8",0.28969,1968,8,15
"8",0.26072,1969,8,18
"8",0.37659,1970,6,12
"8",0.3708,1971,6,19
"8",0.31866,1972,6,30
"8",0.32445,1973,7,18
"8",0.35342,1974,5,31
"8",0.60834,1975,7,19
"8",0.42294,1976,6,1
"8",0.30475,1977,7,31
"8",0.32851,1978,8,8
"8",0.25666,1979,6,24
"8",0.30475,1980,7,21
"8",0.31981,1981,10,15
"8",0.3679,1982,6,27
"8",0.1993,1983,6,14
"8",0.23291,1984,9,17
"8",0.30765,1985,8,6
"8",0.33951,1986,7,6
"8",0.51854,1987,7,1
"8",0.3708,1988,8,20
"8",0.25724,1989,8,1
"8",0.30533,1990,5,15
"8",0.31228,1991,6,17
"8",0.42178,1992,5,15
"8",0.3847,1993,7,15
"8",0.4241,1994,7,4
"8",0.43395,1995,6,1
"8",0.35342,1996,10,21
"8",0.26825,1997,8,7
"8",0.21031,1998,10,25
"8",0.46871,1999,5,22
"8",0.44728,2000,7,25
"8",0.28911,2001,9,9
"8",0.4299,2002,8,12
"8",0.25145,2003,10,9
"8",0.3511,2004,6,28
"8",0.66628,2005,8,23
"8",0.23407,2006,5,28
"8",0.19235,2007,7,2
"8",0.54809,2008,7,13
"8",0.27173,2009,7,25
"8",0.2949,2010,7,11
"8",0.33024,2011,10,10
"8",0.23465,2012,6,4
"8",0.23001,2013,9,19
"8",0.21205,2014,7,31
"8",0.19815,2015,5,15
"9",0.21053,1990,2,15
"9",0.40582,1991,7,12
"9",0.18837,1992,8,7
"9",0.18144,1993,7,20
"9",0.21053,1994,7,7
"9",0.36011,1995,8,29
"9",0.28947,1996,7,6
"9",0.38089,1997,7,6
"9",0.22715,1998,8,23
"9",0.88089,1999,5,22
"9",0.43906,2000,8,6
"9",0.22438,2001,6,10
"9",0.34211,2002,8,12
"9",0.16759,2003,10,9
"9",0.30609,2004,6,28
"9",0.58864,2005,8,22
"9",0.30194,2006,9,17
"9",0.21884,2007,6,4
"9",0.23684,2008,7,14
"9",0.17867,2009,7,24
"9",0.28255,2010,8,6
"9",0.33795,2011,10,10
"9",0.37812,2012,8,26
"9",0.36704,2013,6,2
"9",0.28255,2014,7,31
"9",0.20399,2015,8,9
"10",0.41885,1964,5,5
"10",0.56545,1965,6,10
"10",0.5445,1966,7,23
"10",0.4712,1967,7,25
"10",0.43979,1968,7,21
"10",0.45026,1969,8,17
"10",0.86911,1970,8,9
"10",0.41885,1971,6,20
"10",0.35602,1972,11,17
"10",0.55497,1973,7,17
"10",0.71204,1974,7,24
"10",0.63874,1975,7,4
"10",0.61152,1976,6,2
"10",0.50366,1977,7,31
"10",0.54555,1978,8,8
"10",0.45759,1979,5,20
"10",0.58325,1980,6,4
"10",0.77068,1981,10,15
"10",0.81257,1982,6,17
"10",0.60209,1983,12,25
"10",0.51832,1984,6,24
"10",0.54555,1985,8,6
"10",0.67644,1986,5,19
"10",0.80524,1987,7,3
"10",0.62723,1988,8,20
"10",0.34136,1989,8,8
"10",0.46911,1990,7,8
"10",0.54346,1991,6,16
"10",0.3267,1992,11,22
"10",0.52251,1993,7,18
"10",0.32984,1994,7,7
"10",0.51937,1995,7,11
"10",0.46387,1996,10,21
"10",0.46702,1997,7,6
"10",0.30471,1998,8,23
"10",0.67644,1999,5,22
"10",0.49319,2000,8,6
"10",0.51099,2001,9,5
"10",0.85759,2002,8,11
"10",0.51099,2003,10,9
"10",0.35288,2004,7,9
"10",1.15183,2005,8,23
"10",0.4377,2006,5,29
"10",0.31623,2007,5,17
"10",0.46073,2008,7,13
"10",0.32461,2009,7,24
"10",0.35288,2010,8,6
"10",0.51204,2011,10,10
"10",0.38953,2012,10,9
"10",0.43351,2013,6,1
"10",0.46387,2014,7,11
"10",0.37305,2015,5,3
"11",1.94611,1956,9,13
"11",1.49701,1957,8,13
"11",1.1976,1958,7,1
"11",0.95808,1959,8,1
"11",2.09581,1960,8,19
"11",0.98802,1961,8,20
"11",0.8982,1962,8,7
"11",1.85629,1963,10,7
"11",1.58683,1964,11,18
"11",1.76647,1965,6,10
"11",0.95808,1966,7,23
"11",0.92814,1967,7,27
"11",1.52695,1968,7,21
"11",1.34731,1969,8,17
"11",1.22754,1970,8,10
"11",0.8982,1971,6,18
"11",0.62874,1972,11,15
"11",0.92814,1973,7,17
"11",0.62874,1974,7,18
"11",1.0479,1975,7,18
"11",1.17365,1976,6,2
"11",1.18563,1977,7,31
"11",1.17964,1978,9,11
"11",0.81437,1979,11,27
"11",1.4491,1980,7,20
"11",1.57485,1981,7,19
"11",1.38323,1982,6,17
"11",1.36527,1983,7,9
"11",1.35329,1984,6,24
"11",1.20659,1985,8,7
"11",0.79641,1986,5,19
"11",0.99102,1987,12,19
"11",0.76647,1988,5,9
"11",0.80838,1989,8,8
"11",0.85329,1990,7,8
"11",1.64671,1991,12,22
"11",1.29341,1992,11,22
"11",1.24251,1993,7,18
"11",0.61377,1994,6,9
"11",1.22156,1995,8,29
"11",0.86228,1996,7,10
"11",1.13174,1997,7,19
"11",0.64671,1998,9,5
"11",4.31138,1999,5,21
"11",1.74551,2000,8,6
"11",0.59581,2001,6,18
"11",3.02395,2002,8,11
"11",2.00299,2003,6,7
"11",0.92515,2004,7,9
"11",7.84431,2005,8,22
"11",2.21257,2006,9,17
"11",1.34731,2007,5,17
"11",1.34731,2008,7,20
"11",1.08683,2009,9,2
"11",1.44311,2010,8,5
"11",1.77545,2011,10,10
"11",1.42515,2012,8,20
"11",2.17066,2013,6,1
"11",1.08383,2014,7,30
"11",0.54996,2015,4,17
"12",0.14527,1986,5,30
"12",0.86957,1987,7,19
"12",0.12276,1988,3,25
"12",0.11841,1989,8,8
"12",0.08875,1990,7,8
"12",0.21969,1991,6,17
"12",0.12813,1992,11,22
"12",0.13504,1993,7,18
"12",0.13913,1994,7,7
"12",0.13069,1995,6,2
"12",0.19156,1996,7,8
"12",0.12839,1997,7,7
"12",0.10307,1998,9,12
"12",0.32225,1999,5,22
"12",0.48082,2000,8,6
"12",0.16419,2001,6,11
"12",0.21535,2002,8,12
"12",0.10435,2003,1,4
"12",0.10614,2004,7,9
"12",0.31714,2005,8,23
"12",0.16189,2006,9,17
"12",0.12839,2007,8,8
"12",0.11253,2008,7,14
"12",0.11304,2009,7,18
"12",0.17698,2010,8,6
"12",0.09847,2011,10,10
"12",0.17468,2012,10,10
"12",0.27877,2013,6,2
"12",0.22481,2014,9,1
"12",0.10702,2015,5,21
"13",0.27823,1951,8,7
"13",0.20458,1952,6,19
"13",0.19149,1953,6,19
"13",0.42552,1954,8,22
"13",0.33551,1955,6,8
"13",0.32078,1956,8,28
"13",0.31423,1957,6,24
"13",0.32405,1958,5,28
"13",0.10965,1959,6,29
"13",0.32405,1960,9,17
"13",0.20785,1961,8,12
"13",0.17185,1962,8,7
"13",0.1653,1963,6,24
"13",0.10965,1964,5,20
"13",0.22913,1965,9,11
"13",0.20785,1966,7,6
"13",0.17512,1967,6,28
"13",0.16366,1968,9,16
"13",0.15057,1969,7,7
"13",0.1833,1970,8,10
"13",0.09492,1971,6,19
"13",0.09329,1972,6,30
"13",0.25531,1973,7,18
"13",0.13584,1974,7,18
"13",0.23077,1975,7,19
"13",0.22913,1976,9,29
"13",0.20622,1977,8,1
"13",0.26841,1978,8,8
"13",0.14893,1979,6,1
"13",0.22586,1980,7,9
"13",0.27495,1981,7,24
"13",0.20949,1982,6,23
"13",0.19312,1983,9,11
"13",0.1653,1984,9,5
"13",0.27168,1985,8,6
"13",0.23731,1986,7,7
"13",0.45826,1987,7,19
"13",0.21767,1988,8,21
"13",0.09329,1989,7,11
"13",0.15417,1990,6,6
"13",0.23928,1991,6,17
"13",0.14648,1992,6,3
"13",0.25548,1993,10,13
"13",0.15941,1994,9,15
"13",0.15794,1995,6,1
"13",0.18248,1996,7,8
"13",0.19149,1997,6,30
"13",0.15532,1998,9,12
"13",0.29034,1999,5,22
"13",0.31194,2000,8,6
"13",0.29721,2001,6,10
"13",0.33109,2002,11,17
"13",0.11293,2003,10,9
"13",0.21293,2004,7,9
"13",0.36857,2005,8,23
"13",0.12782,2006,10,4
"13",0.1671,2007,6,16
"13",0.21865,2008,9,7
"13",0.21571,2009,7,18
"13",0.14206,2010,6,12
"13",0.18461,2011,6,18
"13",0.22733,2012,6,4
"13",0.19901,2013,6,2
"13",0.21931,2014,8,13
"13",0.15469,2015,5,15
"14",0.88729,1956,9,13
"14",0.69544,1957,9,23
"14",0.83933,1958,2,17
"14",0.91127,1959,6,14
"14",1.05516,1960,8,19
"14",1.00719,1961,12,12
"14",0.71942,1962,5,9
"14",0.76739,1963,10,7
"14",0.95923,1964,5,4
"14",0.74341,1965,12,13
"14",0.83933,1966,7,23
"14",1.67866,1967,8,2
"14",0.67146,1968,8,14
"14",1.247,1969,8,18
"14",1.67866,1970,8,10
"14",0.76739,1971,6,19
"14",0.86331,1972,11,17
"14",0.86331,1973,7,17
"14",0.98321,1974,7,24
"14",0.76739,1975,7,10
"14",0.95683,1976,6,1
"14",0.92326,1977,7,31
"14",1.09592,1978,2,24
"14",0.82014,1979,5,20
"14",1.13909,1980,2,5
"14",1.06475,1981,10,15
"14",0.92326,1982,6,17
"14",0.7458,1983,6,14
"14",0.61391,1984,6,24
"14",1.07674,1985,8,26
"14",0.89448,1986,7,6
"14",0.92326,1987,12,19
"14",0.58993,1988,8,20
"14",0.51559,1989,5,18
"14",0.96643,1990,7,8
"14",1.09832,1991,6,16
"14",0.80576,1992,11,22
"14",1.07194,1993,6,17
"14",0.3789,1994,8,11
"14",0.92806,1995,8,12
"14",0.70264,1996,10,21
"14",0.78177,1997,7,6
"14",0.53957,1998,8,23
"14",1.2446,1999,5,22
"14",1.58034,2000,8,6
"14",0.71223,2001,7,20
"14",1.68345,2002,8,12
"14",0.88489,2003,10,9
"14",0.70983,2004,9,24
"14",3.83693,2005,8,23
"14",1.07914,2006,5,28
"14",0.6283,2007,5,18
"14",1.09832,2008,7,14
"14",0.94245,2009,6,6
"14",0.95444,2010,5,31
"14",1.22302,2011,10,10
"14",1.42446,2012,8,26
"14",1.57554,2013,6,1
"14",1.01199,2014,7,31
"14",0.6041,2015,6,23
"15",0.40188,1951,9,7
"15",0.46216,1952,9,6
"15",0.54253,1953,6,9
"15",1.13865,1954,7,2
"15",0.6497,1955,7,30
"15",0.81715,1956,9,13
"15",0.643,1957,8,14
"15",0.6497,1958,2,17
"15",0.72338,1959,6,27
"15",0.78366,1960,8,19
"15",0.73677,1961,12,12
"15",0.50234,1962,7,4
"15",0.57602,1963,10,7
"15",0.70328,1964,5,5
"15",0.80375,1965,6,10
"15",0.90422,1966,6,13
"15",0.50234,1967,8,2
"15",0.52244,1968,8,9
"15",0.62291,1969,8,18
"15",0.93771,1970,8,10
"15",0.56263,1971,6,8
"15",0.52244,1972,11,17
"15",0.66309,1973,7,17
"15",0.58272,1974,7,25
"15",0.56932,1975,7,4
"15",0.82384,1976,6,2
"15",0.88413,1977,7,31
"15",0.68989,1978,8,8
"15",0.64166,1979,5,12
"15",0.74347,1980,6,4
"15",0.76356,1981,10,11
"15",0.74347,1982,6,17
"15",0.60482,1983,6,14
"15",0.75687,1984,6,24
"15",0.69658,1985,8,25
"15",0.60348,1986,5,19
"15",0.65707,1987,7,1
"15",0.70998,1988,8,20
"15",0.44273,1989,8,8
"15",0.59812,1990,2,15
"15",0.60683,1991,6,16
"15",0.71668,1992,11,22
"15",0.83724,1993,7,18
"15",0.37642,1994,5,25
"15",0.57066,1995,8,29
"15",0.58071,1996,5,28
"15",0.71668,1997,7,6
"15",0.49163,1998,8,23
"15",1.31279,1999,5,22
"15",0.93771,2000,8,6
"15",0.77696,2001,7,20
"15",1.21902,2002,8,12
"15",0.83054,2003,10,9
"15",0.59612,2004,9,24
"15",2.40455,2005,8,23
"15",1.31279,2006,9,17
"15",0.35767,2007,5,17
"15",0.76356,2008,7,20
"15",0.54186,2009,6,6
"15",0.71668,2010,8,6
"15",0.82384,2011,10,10
"15",0.81715,2012,10,9
"15",0.87073,2013,6,2
"15",0.52914,2014,7,31
"15",0.44227,2015,5,2
"16",0.56868,1951,9,7
"16",0.56868,1952,9,6
"16",0.52493,1953,5,28
"16",1.22485,1954,7,2
"16",0.56868,1955,7,30
"16",0.83115,1956,9,13
"16",0.72178,1957,7,11
"16",0.7874,1958,2,17
"16",0.65617,1959,8,1
"16",0.7874,1960,8,13
"16",0.69991,1961,12,12
"16",0.50306,1962,7,4
"16",0.43307,1963,6,18
"16",0.69991,1964,11,19
"16",1.04987,1965,6,10
"16",0.65617,1966,6,13
"16",0.50306,1967,6,15
"16",0.69991,1968,10,2
"16",0.72178,1969,8,18
"16",1.04987,1970,8,10
"16",0.67804,1971,6,7
"16",0.56868,1972,11,15
"16",0.6343,1973,7,18
"16",0.56868,1974,7,25
"16",0.52493,1975,7,4
"16",0.85302,1976,6,2
"16",0.94488,1977,7,31
"16",0.90114,1978,8,8
"16",0.68241,1979,5,12
"16",0.85302,1980,6,4
"16",0.8224,1981,7,19
"16",0.92301,1982,6,17
"16",0.68679,1983,6,14
"16",0.82677,1984,6,24
"16",0.7699,1985,8,7
"16",0.52931,1986,5,19
"16",0.78303,1987,12,19
"16",0.65617,1988,12,5
"16",0.46807,1989,8,1
"16",0.68241,1990,2,15
"16",0.7699,1991,12,22
"16",0.85739,1992,11,22
"16",0.76115,1993,7,18
"16",0.4217,1994,6,9
"16",0.62992,1995,8,29
"16",0.65179,1996,5,28
"16",0.87927,1997,7,6
"16",0.59493,1998,8,23
"16",1.69729,1999,5,22
"16",1.3692,2000,8,6
"16",1.01487,2001,7,20
"16",1.6273,2002,8,12
"16",1.04112,2003,10,9
"16",0.66492,2004,9,24
"16",1.9685,2005,8,23
"16",1.08049,2006,9,17
"16",0.55118,2007,5,17
"16",0.7874,2008,7,20
"16",0.50306,2009,6,30
"16",0.92738,2010,8,6
"16",1.028,2011,10,10
"16",1.00175,2012,10,9
"16",1.22047,2013,6,1
"16",0.68241,2014,7,31
"16",0.5066,2015,5,2
"17",0.41801,1951,11,26
"17",0.93248,1952,9,6
"17",0.41801,1953,8,6
"17",1.44695,1954,7,2
"17",0.96463,1955,7,29
"17",1.35048,1956,9,14
"17",1.1254,1957,9,23
"17",1.80064,1958,2,17
"17",2.2508,1959,6,27
"17",1.57556,1960,5,25
"17",1.89711,1961,12,11
"17",1.06109,1962,7,4
"17",1.57556,1963,10,7
"17",1.73633,1964,5,5
"17",1.99357,1965,6,10
"17",1.67203,1966,6,28
"17",0.73955,1967,5,30
"17",1.31833,1968,7,21
"17",1.54341,1969,8,17
"17",1.60772,1970,8,10
"17",1.4791,1971,6,7
"17",0.86817,1972,11,15
"17",1.28617,1973,7,17
"17",1.18971,1974,6,18
"17",1.60772,1975,7,10
"17",2.2283,1976,6,2
"17",1.23151,1977,7,31
"17",1.68167,1978,8,8
"17",1.4373,1979,11,27
"17",1.59486,1980,6,4
"17",1.56592,1981,10,11
"17",1.78778,1982,6,17
"17",1.40514,1983,6,14
"17",1.24759,1984,6,24
"17",1.1254,1985,8,25
"17",0.98071,1986,6,19
"17",3.14469,1987,7,1
"17",1.07717,1988,8,20
"17",0.68167,1989,8,1
"17",1.02572,1990,7,8
"17",1.08682,1991,6,16
"17",1.791,1992,11,22
"17",1.52412,1993,6,17
"17",0.69775,1994,9,8
"17",1.69775,1995,8,12
"17",1.31511,1996,10,21
"17",1.21222,1997,7,19
"17",1.16399,1998,8,23
"17",2.81994,1999,5,22
"17",1.45338,2000,9,21
"17",1.23151,2001,9,5
"17",2.12219,2002,8,12
"17",1.18006,2003,10,9
"17",1.16077,2004,9,24
"17",3.89068,2005,8,23
"17",1.42122,2006,5,28
"17",1.00322,2007,5,17
"17",1.05145,2008,7,14
"17",1.1865,2009,7,2
"17",2.00322,2010,8,31
"17",1.54984,2011,10,10
"17",1.5209,2012,10,9
"17",1.36013,2013,6,1
"17",0.98071,2014,7,31
"17",0.84187,2015,6,19
